,short,full
6112,KT025153.1,KT025153.1 Elymus spicatus clone Psp-26 transposon...
6113,KT025154.1,KT025154.1 Elymus tauri clone Pt-10 transposon...
6114,KT025155.1,KT025155.1 Elymus tauri clone Pt-12 transposon...
6115,KT025156.1,KT025156.1 Elymus tauri clone Pt-18 transposon...
6116,KT025157.1,KT025157.1 Elymus tauri clone Pt-19 transposon...
6117,KT025158.1,KT025158.1 Elymus tauri clone Pt-20 transposon...
6118,KT025159.1,KT025159.1 Elymus tauri clone Pt-22 transposon...
6119,KT025160.1,KT025160.1 Elymus tauri clone Pt-4 transposon...
6120,KT025161.1,KT025161.1 Secale montanum clone Sm-clone 11...
6121,KT025162.1,KT025162.1 Secale montanum clone Sm-clone 17...
6122,KT025163.1,KT025163.1 Secale montanum clone Sm-clone 18...
6123,KT025164.1,KT025164.1 Secale montanum clone Sm-clone 19...
6124,KT025165.1,KT025165.1 Secale montanum clone Sm-clone 2...
6125,KT025166.1,KT025166.1 Secale montanum clone Sm-clone 21...
6126,KT025167.1,KT025167.1 Secale montanum clone Sm-clone 23...
6127,KT025168.1,KT025168.1 Secale montanum clone Sm-clone 3...
6128,KT025169.1,KT025169.1 Secale montanum clone Sm-clone 5...
6129,KT025170.1,KT025170.1 Secale montanum clone Sm-clone 6...
6130,KT025171.1,KT025171.1 Taeniatherum caput-medusae clone Tcm1-10 transposon...
6131,KT025172.1,KT025172.1 Taeniatherum caput-medusae clone Tcm1-17 transposon...
6132,KT025173.1,KT025173.1 Taeniatherum caput-medusae clone Tcm1-2 transposon...
6133,KT025174.1,KT025174.1 Taeniatherum caput-medusae clone Tcm1-21 transposon...
6134,KT025175.1,KT025175.1 Taeniatherum caput-medusae clone Tcm1-23 transposon...
6135,KT025176.1,KT025176.1 Taeniatherum caput-medusae clone Tcm1-4 transposon...
6136,KT025177.1,KT025177.1 Taeniatherum caput-medusae clone Tcm1-6 transposon...
6137,KT025178.1,KT025178.1 Taeniatherum caput-medusae clone Tcm1-7 transposon...
6138,KT025179.1,KT025179.1 Taeniatherum caput-medusae clone Tcm1-9 transposon...
6139,KT025180.1,KT025180.1 Taeniatherum caput-medusae clone Tcm1-25 transposon...
6140,KT025181.1,KT025181.1 Taeniatherum caput-medusae clone Tcm2-10 transposon...
6141,KT025182.1,KT025182.1 Taeniatherum caput-medusae clone Tcm2-12 transposon...
6142,KT025183.1,KT025183.1 Taeniatherum caput-medusae clone Tcm2-13 transposon...
6143,KT025184.1,KT025184.1 Taeniatherum caput-medusae clone Tcm2-15 transposon...
6144,KT025185.1,KT025185.1 Taeniatherum caput-medusae clone Tcm2-16 transposon...
6145,KT025186.1,KT025186.1 Taeniatherum caput-medusae clone Tcm2-17 transposon...
6146,KT025187.1,KT025187.1 Taeniatherum caput-medusae clone Tcm2-19 transposon...
6147,KT025188.1,KT025188.1 Taeniatherum caput-medusae clone Tcm2-2 transposon...
6148,KT025189.1,KT025189.1 Taeniatherum caput-medusae clone Tcm2-21 transposon...
6149,KT025190.1,KT025190.1 Taeniatherum caput-medusae clone Tcm2-23 transposon...
6150,KT025191.1,KT025191.1 Taeniatherum caput-medusae clone Tcm2-4 transposon...
6151,KT025192.1,KT025192.1 Taeniatherum caput-medusae clone Tcm2-8 transposon...
6152,KT025193.1,KT025193.1 Taeniatherum caput-medusae clone Tcm2-25 transposon...
6153,KT025194.1,KT025194.1 Taeniatherum caput-medusae clone Tcm2-26 transposon...
6154,KT025195.1,KT025195.1 Thinopyrum bessarabicum clone Tb-1 transposon...
6155,KT025196.1,KT025196.1 Thinopyrum bessarabicum clone Tb-13 transposon...
6156,KT025197.1,KT025197.1 Thinopyrum bessarabicum clone Tb-15 transposon...
6157,KT025198.1,KT025198.1 Thinopyrum bessarabicum clone Tb-16 transposon...
6158,KT025199.1,KT025199.1 Thinopyrum bessarabicum clone Tb-17 transposon...
6159,KT025200.1,KT025200.1 Thinopyrum bessarabicum clone Tb-2 transposon...
6160,KT025201.1,KT025201.1 Thinopyrum bessarabicum clone Tb-20 transposon...
6161,KT025202.1,KT025202.1 Thinopyrum bessarabicum clone Tb-4 transposon...
6162,KT025203.1,KT025203.1 Thinopyrum bessarabicum clone Tb-5 transposon...
6163,KT025204.1,KT025204.1 Thinopyrum bessarabicum clone Tb-6 transposon...
6164,KT025205.1,KT025205.1 Thinopyrum bessarabicum clone Tb-7 transposon...
6165,KT025206.1,KT025206.1 Thinopyrum bessarabicum clone Tb-8 transposon...
6166,KT025207.1,KT025207.1 Thinopyrum bessarabicum clone Tb-9 transposon...
6167,KT025208.1,KT025208.1 Triticum monococcum clone Tm-1 transposon...
6168,KT025209.1,KT025209.1 Triticum monococcum clone Tm-10 transposon...
6169,KT025210.1,KT025210.1 Triticum monococcum clone Tm-11 transposon...
6170,KT025211.1,KT025211.1 Triticum monococcum clone Tm-14 transposon...
6171,KT025212.1,KT025212.1 Triticum monococcum clone Tm-15 transposon...
6172,KT025213.1,KT025213.1 Triticum monococcum clone Tm-16 transposon...
6173,KT025214.1,KT025214.1 Triticum monococcum clone Tm-19 transposon...
6174,KT025215.1,KT025215.1 Triticum monococcum clone Tm-20 transposon...
6175,KT025216.1,KT025216.1 Triticum monococcum clone Tm-3 transposon...
6176,KT025217.1,KT025217.1 Triticum monococcum clone Tm-4 transposon...
6177,KT025218.1,KT025218.1 Triticum monococcum clone Tm-5 transposon...
6178,KT025219.1,KT025219.1 Triticum monococcum clone Tm-6 transposon...
6179,KT025220.1,KT025220.1 Triticum monococcum clone Tm-8 transposon...
6180,KT025221.1,KT025221.1 Triticum monococcum clone Tm-9 transposon...
6181,KT025222.1,KT025222.1 Triticum urartu clone Tu-1 transposon...
6182,KT025223.1,KT025223.1 Triticum urartu clone Tu-10 transposon...
6183,KT025224.1,KT025224.1 Triticum urartu clone Tu-12 transposon...
6184,KT025225.1,KT025225.1 Triticum urartu clone Tu-13 transposon...
6185,KT025226.1,KT025226.1 Triticum urartu clone Tu-17 transposon...
6186,KT025227.1,KT025227.1 Triticum urartu clone Tu-19 transposon...
6187,KT025228.1,KT025228.1 Triticum urartu clone Tu-2 transposon...
6188,KT025229.1,KT025229.1 Triticum urartu clone Tu-20 transposon...
6189,KT025230.1,KT025230.1 Triticum urartu clone Tu-22 transposon...
6190,KT025231.1,KT025231.1 Triticum urartu clone Tu-23 transposon...
6191,KT025232.1,KT025232.1 Triticum urartu clone Tu-3 transposon...
6192,KT025233.1,KT025233.1 Triticum urartu clone Tu-4 transposon...
6193,KT025234.1,KT025234.1 Triticum urartu clone Tu-5 transposon...
6194,KT025235.1,KT025235.1 Triticum urartu clone Tu-7 transposon...
6195,KT025236.1,KT025236.1 Triticum urartu clone Tu-9 transposon...
6196,KT180230.1,KT180230.1 Agropyron cristatum retrotransposon pAcPR1 partial...
6197,KT252570.1,KT252570.1 Aegilops comosa clone 1 transposon...
6198,KT252571.1,KT252571.1 Aegilops comosa clone 10 transposon...
6199,KT252572.1,KT252572.1 Aegilops comosa clone 11 transposon...
6200,KT252573.1,KT252573.1 Aegilops comosa clone 12 transposon...
6201,KT252574.1,KT252574.1 Aegilops comosa clone 13 transposon...
6202,KT252575.1,KT252575.1 Aegilops comosa clone 15 transposon...
6203,KT252576.1,KT252576.1 Aegilops comosa clone 16 transposon...
6204,KT252577.1,KT252577.1 Aegilops comosa clone 2 transposon...
6205,KT252578.1,KT252578.1 Aegilops comosa clone 4 transposon...
6206,KT252579.1,KT252579.1 Aegilops comosa clone 5 transposon...
6207,KT252580.1,KT252580.1 Aegilops comosa clone 7 transposon...
6208,KT252581.1,KT252581.1 Aegilops comosa clone 8 transposon...
6209,KT252582.1,KT252582.1 Aegilops comosa clone 9 transposon...
6210,KT252583.1,KT252583.1 Agropyron cristatum clone 16 transposon...
6211,KT252584.1,KT252584.1 Agropyron cristatum clone 19 transposon...
6212,KT252585.1,KT252585.1 Agropyron cristatum clone 15 transposon...
6213,KT252586.1,KT252586.1 Agropyron cristatum clone 10 transposon...
6214,KT252587.1,KT252587.1 Agropyron cristatum clone 11 transposon...
6215,KT252588.1,KT252588.1 Agropyron cristatum clone 12 transposon...
6216,KT252589.1,KT252589.1 Agropyron cristatum clone 14 transposon...
6217,KT252590.1,KT252590.1 Agropyron cristatum clone 2 transposon...
6218,KT252591.1,KT252591.1 Agropyron cristatum clone 4 transposon...
6219,KT252592.1,KT252592.1 Agropyron cristatum clone 5 transposon...
6220,KT252593.1,KT252593.1 Agropyron cristatum clone 3 transposon...
6221,KT252594.1,KT252594.1 Agropyron cristatum clone 17 transposon...
6222,KT252595.1,KT252595.1 Agropyron cristatum clone 7 transposon...
6223,KT252596.1,KT252596.1 Australopyrum velutinum clone 13 transposon...
6224,KT252597.1,KT252597.1 Australopyrum velutinum clone 22 transposon...
6225,KT252598.1,KT252598.1 Australopyrum velutinum clone 23 transposon...
6226,KT252599.1,KT252599.1 Australopyrum velutinum clone 2 transposon...
6227,KT252600.1,KT252600.1 Australopyrum velutinum clone 14 transposon...
6228,KT252601.1,KT252601.1 Australopyrum velutinum clone 15 transposon...
6229,KT252602.1,KT252602.1 Australopyrum velutinum clone 4 transposon...
6230,KT252603.1,KT252603.1 Australopyrum velutinum clone 5 transposon...
6231,KT252604.1,KT252604.1 Australopyrum velutinum clone 18 transposon...
6232,KT252605.1,KT252605.1 Australopyrum velutinum clone 19 transposon...
6233,KT252606.1,KT252606.1 Australopyrum velutinum clone 8 transposon...
6234,KT252607.1,KT252607.1 Australopyrum velutinum clone 9 transposon...
6235,KT252608.1,KT252608.1 Australopyrum velutinum clone 21 transposon...
6236,KT252609.1,KT252609.1 Crithopsis delileana clone 1 transposon...
6237,KT252610.1,KT252610.1 Crithopsis delileana clone 10 transposon...
6238,KT252611.1,KT252611.1 Crithopsis delileana clone 11 transposon...
6239,KT252612.1,KT252612.1 Crithopsis delileana clone 12 transposon...
6240,KT252613.1,KT252613.1 Crithopsis delileana clone 15 transposon...
6241,KT252614.1,KT252614.1 Crithopsis delileana clone 16 transposon...
6242,KT252615.1,KT252615.1 Crithopsis delileana clone 2 transposon...
6243,KT252616.1,KT252616.1 Crithopsis delileana clone 21 transposon...
6244,KT252617.1,KT252617.1 Crithopsis delileana clone 24 transposon...
6245,KT252618.1,KT252618.1 Crithopsis delileana clone 3 transposon...
6246,KT252619.1,KT252619.1 Crithopsis delileana clone 4 transposon...
6247,KT252620.1,KT252620.1 Crithopsis delileana clone 7 transposon...
6248,KT252621.1,KT252621.1 Crithopsis delileana clone 8 transposon...
6249,KT252622.1,KT252622.1 Dasypyrum villosum clone 1 transposon...
6250,KT252623.1,KT252623.1 Dasypyrum villosum clone 10 transposon...
6251,KT252624.1,KT252624.1 Dasypyrum villosum clone 12 transposon...
6252,KT252625.1,KT252625.1 Dasypyrum villosum clone 15 transposon...
6253,KT252626.1,KT252626.1 Dasypyrum villosum clone 16 transposon...
6254,KT252627.1,KT252627.1 Dasypyrum villosum clone 18 transposon...
6255,KT252628.1,KT252628.1 Dasypyrum villosum clone 2 transposon...
6256,KT252629.1,KT252629.1 Dasypyrum villosum clone 20 transposon...
6257,KT252630.1,KT252630.1 Dasypyrum villosum clone 21 transposon...
6258,KT252631.1,KT252631.1 Dasypyrum villosum clone 22 transposon...
6259,KT252632.1,KT252632.1 Dasypyrum villosum clone 23 transposon...
6260,KT252633.1,KT252633.1 Dasypyrum villosum clone 24 transposon...
6261,KT252634.1,KT252634.1 Dasypyrum villosum clone 25 transposon...
6262,KT252635.1,KT252635.1 Dasypyrum villosum clone 26 transposon...
6263,KT252636.1,KT252636.1 Dasypyrum villosum clone 27 transposon...
6264,KT252637.1,KT252637.1 Dasypyrum villosum clone 3 transposon...
6265,KT252638.1,KT252638.1 Dasypyrum villosum clone 4 transposon...
6266,KT252639.1,KT252639.1 Dasypyrum villosum clone 6 transposon...
6267,KT252640.1,KT252640.1 Dasypyrum villosum clone 7 transposon...
6268,KT252641.1,KT252641.1 Dasypyrum villosum clone 8 transposon...
6269,KT252642.1,KT252642.1 Eremopyrum bonaepartis clone 1 transposon...
6270,KT252643.1,KT252643.1 Eremopyrum bonaepartis clone 11 transposon...
6271,KT252644.1,KT252644.1 Eremopyrum bonaepartis clone 12 transposon...
6272,KT252645.1,KT252645.1 Eremopyrum bonaepartis clone 13 transposon...
6273,KT252646.1,KT252646.1 Eremopyrum bonaepartis clone 14 transposon...
6274,KT252647.1,KT252647.1 Eremopyrum bonaepartis clone 15 transposon...
6275,KT252648.1,KT252648.1 Eremopyrum bonaepartis clone 16 transposon...
6276,KT252649.1,KT252649.1 Eremopyrum bonaepartis clone 2 transposon...
6277,KT252650.1,KT252650.1 Eremopyrum bonaepartis clone 3 transposon...
6278,KT252651.1,KT252651.1 Eremopyrum bonaepartis clone 4 transposon...
6279,KT252652.1,KT252652.1 Eremopyrum bonaepartis clone 5 transposon...
6280,KT252653.1,KT252653.1 Eremopyrum bonaepartis clone 8 transposon...
6281,KT252654.1,KT252654.1 Eremopyrum bonaepartis clone 9 transposon...
6282,KT252655.1,KT252655.1 Henrardia persica clone 11 transposon...
6283,KT252656.1,KT252656.1 Henrardia persica clone 27 transposon...
6284,KT252657.1,KT252657.1 Henrardia persica clone 12 transposon...
6285,KT252658.1,KT252658.1 Henrardia persica clone 15 transposon...
6286,KT252659.1,KT252659.1 Henrardia persica clone 16 transposon...
6287,KT252660.1,KT252660.1 Henrardia persica clone 2 transposon...
6288,KT252661.1,KT252661.1 Henrardia persica clone 23 transposon...
6289,KT252662.1,KT252662.1 Henrardia persica clone 9 transposon...
6290,KT252663.1,KT252663.1 Heteranthelium piliferum clone 18 transposon...
6291,KT252664.1,KT252664.1 Heteranthelium piliferum clone 21 transposon...
6292,KT252665.1,KT252665.1 Heteranthelium piliferum clone 23 transposon...
6293,KT252666.1,KT252666.1 Heteranthelium piliferum clone 25 transposon...
6294,KT252667.1,KT252667.1 Heteranthelium piliferum clone 10 transposon...
6295,KT252668.1,KT252668.1 Heteranthelium piliferum clone 11 transposon...
6296,KT252669.1,KT252669.1 Heteranthelium piliferum clone 12 transposon...
6297,KT252670.1,KT252670.1 Heteranthelium piliferum clone 2 transposon...
6298,KT252671.1,KT252671.1 Heteranthelium piliferum clone 3 transposon...
6299,KT252672.1,KT252672.1 Heteranthelium piliferum clone 8 transposon...
6300,KT252673.1,KT252673.1 Hordeum bogdanii clone 1 transposon...
6301,KT252674.1,KT252674.1 Hordeum bogdanii clone 11 transposon...
6302,KT252675.1,KT252675.1 Hordeum bogdanii clone 12 transposon...
6303,KT252676.1,KT252676.1 Hordeum bogdanii clone 13 transposon...
6304,KT252677.1,KT252677.1 Hordeum bogdanii clone 16 transposon...
6305,KT252678.1,KT252678.1 Hordeum bogdanii clone 17 transposon...
6306,KT252679.1,KT252679.1 Hordeum bogdanii clone 19 transposon...
6307,KT252680.1,KT252680.1 Hordeum bogdanii clone 22 transposon...
6308,KT252681.1,KT252681.1 Hordeum bogdanii clone 23 transposon...
6309,KT252682.1,KT252682.1 Hordeum bogdanii clone 24 transposon...
6310,KT252683.1,KT252683.1 Hordeum bogdanii clone 4 transposon...
6311,KT252684.1,KT252684.1 Hordeum bogdanii clone 5 transposon...
6312,KT252685.1,KT252685.1 Hordeum bogdanii clone 8 transposon...
6313,KT252686.1,KT252686.1 Hordeum bogdanii clone 9 transposon...
6314,KT252687.1,KT252687.1 Hordeum chilense clone 19 transposon...
6315,KT252688.1,KT252688.1 Hordeum chilense clone 20 transposon...
6316,KT252689.1,KT252689.1 Hordeum chilense clone 21 transposon...
6317,KT252690.1,KT252690.1 Hordeum chilense clone 22 transposon...
6318,KT252691.1,KT252691.1 Hordeum chilense clone 23 transposon...
6319,KT252692.1,KT252692.1 Hordeum chilense clone 24 transposon...
6320,KT252693.1,KT252693.1 Hordeum chilense clone 25 transposon...
6321,KT252694.1,KT252694.1 Hordeum chilense clone 29 transposon...
6322,KT252695.1,KT252695.1 Hordeum chilense clone 14 transposon...
6323,KT252696.1,KT252696.1 Hordeum chilense clone 17 transposon...
6324,KT252697.1,KT252697.1 Hordeum chilense clone 18 transposon...
6325,KT252698.1,KT252698.1 Hordeum chilense clone 5 transposon...
6326,KT252699.1,KT252699.1 Hordeum chilense clone 6 transposon...
6327,KT252700.1,KT252700.1 Hordeum chilense clone 7 transposon...
6328,KT252701.1,KT252701.1 Hordeum chilense clone 8 transposon...
6329,KT252702.1,KT252702.1 Hordeum chilense clone 12 transposon...
6330,KT252703.1,KT252703.1 Hordeum chilense clone 15 transposon...
6331,KT252704.1,KT252704.1 Hordeum chilense clone 2 transposon...
6332,KT252705.1,KT252705.1 Hordeum chilense clone 26 transposon...
6333,KT252706.1,KT252706.1 Peridictyon sanctum clone 12S transposon...
6334,KT252707.1,KT252707.1 Peridictyon sanctum clone 1L transposon...
6335,KT252708.1,KT252708.1 Peridictyon sanctum clone 2L transposon...
6336,KT252709.1,KT252709.1 Peridictyon sanctum clone 8L transposon...
6337,KT252710.1,KT252710.1 Peridictyon sanctum clone 11L transposon...
6338,KT252711.1,KT252711.1 Peridictyon sanctum clone 12L transposon...
6339,KT252712.1,KT252712.1 Peridictyon sanctum clone 4L transposon...
6340,KT252713.1,KT252713.1 Peridictyon sanctum clone 4S transposon...
6341,KT252714.1,KT252714.1 Peridictyon sanctum clone 14L transposon...
6342,KT252715.1,KT252715.1 Peridictyon sanctum clone 5L transposon...
6343,KT252716.1,KT252716.1 Peridictyon sanctum clone 7L transposon...
6344,KT252717.1,KT252717.1 Peridictyon sanctum clone 8S transposon...
6345,KT252718.1,KT252718.1 Psathyrostachys fragilis clone 13 transposon...
6346,KT252719.1,KT252719.1 Psathyrostachys fragilis clone 15 transposon...
6347,KT252720.1,KT252720.1 Psathyrostachys fragilis clone 14 transposon...
6348,KT252721.1,KT252721.1 Psathyrostachys fragilis clone 16 transposon...
6349,KT252722.1,KT252722.1 Psathyrostachys fragilis clone 2 transposon...
6350,KT252723.1,KT252723.1 Psathyrostachys fragilis clone 3 transposon...
6351,KT252724.1,KT252724.1 Psathyrostachys fragilis clone 4 transposon...
6352,KT252725.1,KT252725.1 Psathyrostachys fragilis clone 5 transposon...
6353,KT252726.1,KT252726.1 Psathyrostachys fragilis clone 6 transposon...
6354,KT252727.1,KT252727.1 Psathyrostachys fragilis clone 18 transposon...
6355,KT252728.1,KT252728.1 Psathyrostachys fragilis clone 7 transposon...
6356,KT252729.1,KT252729.1 Psathyrostachys fragilis clone 8 transposon...
6357,KT252730.1,KT252730.1 Psathyrostachys fragilis clone 9 transposon...
6358,KT252731.1,KT252731.1 Psathyrostachys juncea clone 20 transposon...
6359,KT252732.1,KT252732.1 Psathyrostachys juncea clone 22 transposon...
6360,KT252733.1,KT252733.1 Psathyrostachys juncea clone 23 transposon...
6361,KT252734.1,KT252734.1 Psathyrostachys juncea clone 24 transposon...
6362,KT252735.1,KT252735.1 Psathyrostachys juncea clone 14 transposon...
6363,KT252736.1,KT252736.1 Psathyrostachys juncea clone 3 transposon...
6364,KT252737.1,KT252737.1 Psathyrostachys juncea clone 15 transposon...
6365,KT252738.1,KT252738.1 Psathyrostachys juncea clone 16 transposon...
6366,KT252739.1,KT252739.1 Psathyrostachys juncea clone 6 transposon...
6367,KT252740.1,KT252740.1 Psathyrostachys juncea clone 7 transposon...
6368,KT252741.1,KT252741.1 Psathyrostachys juncea clone 19 transposon...
6369,KT252742.1,KT252742.1 Elymus libanoticus clone 25 transposon...
6370,KT252743.1,KT252743.1 Elymus libanoticus clone 26 transposon...
6371,KT252744.1,KT252744.1 Elymus libanoticus clone 27 transposon...
6372,KT252745.1,KT252745.1 Elymus libanoticus clone 28 transposon...
6373,KT252746.1,KT252746.1 Elymus libanoticus clone 10 transposon...
6374,KT252747.1,KT252747.1 Elymus libanoticus clone 12 transposon...
6375,KT252748.1,KT252748.1 Elymus libanoticus clone 17 transposon...
6376,KT252749.1,KT252749.1 Elymus libanoticus clone 18 transposon...
6377,KT252750.1,KT252750.1 Elymus libanoticus clone 20 transposon...
6378,KT252751.1,KT252751.1 Elymus libanoticus clone 22 transposon...
6379,KT252752.1,KT252752.1 Elymus libanoticus clone 23 transposon...
6380,KT252753.1,KT252753.1 Elymus libanoticus clone 4 transposon...
6381,KT252754.1,KT252754.1 Elymus spicatus clone 1 transposon...
6382,KT252755.1,KT252755.1 Elymus spicatus clone 10 transposon...
6383,KT252756.1,KT252756.1 Elymus spicatus clone 12 transposon...
6384,KT252757.1,KT252757.1 Elymus spicatus clone 14 transposon...
6385,KT252758.1,KT252758.1 Elymus spicatus clone 15 transposon...
6386,KT252759.1,KT252759.1 Elymus spicatus clone 16 transposon...
